321,데이데이,데이데이 실크감촉 410 생리대,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTIz/MDAxNjE0MzY5OTIwMTY1.Gxe_eAPwV1TaXv4ER8IX4Fx5Bog_vYV7RqCQWFaCjUkg.ylGy0vJ_RyqkzLAYA1XpVuxOus5rTPlptFBxxiKq_UIg.PNG/nm.PNG?type=w1200,"['톨루엔', 'Toluene', '0.396', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['p-, m-, o- 자일렌', 'xylene', '0.396', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['이소옥탄', 'Iso-Octane', '0.396', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.331', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '3.503', ['']]","['노나날', 'Nonanal', '5.816', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '5.148', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.991', ['암 유발', '수생 생물에 대한 장기적 피해']]","['1,3,5-트리메틸벤젠', '1,3,5-Trimethylbenzene', '0.396', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '4.758', ['']]","['트리데칸', 'Tridecanen', '5.024', ['']]","['테트라데칸', 'Tetradecanen', '18.701', ['']]","['n-펜타데칸', 'n-Pentadecane', '12.356', ['']]","['n-헥사데칸', 'n-Hexadecane', '62.771', ['']]","['에탄올', 'ethanol', '17.99', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '8.99', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['헵탄', 'Heptane', '101.6', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['1-부탄올', '1-butanol', '4.15', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,,
322,데이데이,데이데이 울트라슬림 대형,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTM5/MDAxNjE0MzY5NjI2MTMy.bOXvGEUFUxLPbSRuB-SuzIVDTyIkvwdlYyJXgNDMSeMg.7qoBJaPECEkjAyPgx8RBnkco_wZVTKGSsNAS_KGfdg0g.PNG/kk.PNG?type=w1200,"['톨루엔', 'Toluene', '0.152', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['p-, m-, o- 자일렌', 'xylene', '0.213', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.766', ['눈 자극', '어지럼증', '졸음']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '1.041', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['p-시멘', 'p-Cymene', '1.254', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '수생 생물에 대한 장기적 피해']]","['노나날', 'Nonanal', '1.637', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.265', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.184', ['암 유발', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '2.426', ['']]","['트리데칸', 'Tridecanen', '1.321', ['']]","['테트라데칸', 'Tetradecanen', '14.287', ['']]","['n-펜타데칸', 'n-Pentadecane', '3.523', ['']]","['n-헥사데칸', 'n-Hexadecane', '29.325', ['']]","['헵탄', 'Heptane', '22.41', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,
323,산들산들,산들산들 생리대 중형,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTk1/MDAxNjE0MzY4OTU4MzA2.lh8oXJvA-ccJw__Upt6KsplbGjEwXkHfPsQh8s2dPmcg.JB6phxRWuXfmKL6U-ZF7lB6VvKLD9VHd6iTH5op-DnUg.PNG/df.PNG?type=w1200,"['스티에렌', 'styrene', '0.368', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.4', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.156', ['눈 자극', '어지럼증', '졸음']]","['에틸아세테이트', 'Ethyl Acetate', '1.233', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.277', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', 'decane', '3.816', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.339', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.801', ['']]","['노나날', 'Nonanal', '2.442', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '3.98', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '12.966', ['']]","['트리데칸', 'Tridecanen', '2.776', ['']]","['테트라데칸', 'Tetradecanen', '18.115', ['']]","['n-펜타데칸', 'n-Pentadecane', '2.128', ['']]","['n-헥사데칸', 'n-Hexadecane', '19.083', ['']]","['에탄올', 'ethanol', '1.57', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['헵탄', 'Heptane', '95.41', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,
324,산들산들,산들산들 생리대 오버나이트,https://post-phinf.pstatic.net/MjAyMTAyMjdfMjM2/MDAxNjE0MzY4NzA3MzMz.SuzM5XXFfN5syM800Bz6aRtEfxkvtg6XCsUKKfUEKnwg.DieTyta6WkDcUlChTaqxpvcaiB3POg9MemvXUkv0Ggkg.PNG/nn.PNG?type=w1200,"['2-프로판올', 'isopropyl alcohol', '2.699', ['눈 자극', '어지럼증', '졸음']]","['에틸아세테이트', 'Ethyl Acetate', '0.605', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.047', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', 'decane', '3.253', ['']]","['운데칸', 'Undecane', '0.744', ['']]","['노나날', 'Nonanal', '3.714', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '2.745', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '19.802', ['']]","['트리데칸', 'Tridecanen', '2.369', ['']]","['테트라데칸', 'Tetradecanen', '33.74', ['']]","['n-펜타데칸', 'n-Pentadecane', '5.349', ['']]","['n-헥사데칸', 'n-Hexadecane', '47.432', ['']]","['에탄올', 'ethanol', '10.13', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['헵탄', 'Heptane', '144.73', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,
325,레인보우,레인보우 레인드롭스 허벌 중형 생리대,https://post-phinf.pstatic.net/MjAyMTAyMjdfMzAg/MDAxNjE0MzYwOTUyNTY0.M0ysxpqDhvrjZlNIlHztGgVX3bi0dhjrQHzWMdczcPEg.0Mds72pzNzyayt5i0z9AWW_BU6MX31d-fwLrIcSID38g.JPEG/image_2839183001614360940076.jpg?type=w1200,"['톨루엔', 'Toluene', '1.038', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['p-, m-, o- 자일렌', 'xylene', '0.107', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.107', ['눈 자극', '어지럼증', '졸음']]","['에틸아세테이트', 'Ethyl Acetate', '0.559', ['눈 자극', '어지럼증', '졸음']]","['옥탄', 'octane', '0.158', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.32', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.16', ['']]","['노나날', 'Nonanal', '1.539', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.773', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.811', ['']]","['트리데칸', 'Tridecanen', '1.437', ['']]","['테트라데칸', 'Tetradecanen', '6.921', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.852', ['']]","['n-헥사데칸', 'n-Hexadecane', '19.977', ['']]","['에탄올', 'ethanol', '161.94', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['헵탄', 'Heptane', '56.71', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,
326,레인보우,레인보우 레인드롭스 허벌 오버나이트 생리대,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTE5/MDAxNjE0MzYwNzAzNjc2.JCUTMaR2jxu4U41hWpJnB61fe8bkes6nw-UiB5seJw8g.GoNNfIFChlZ_5DzikphjNEWLZl4AwlbMrt8geG9A7Cog.JPEG/unnamed.jpg?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.233', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '3.089', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['p-, m-, o- 자일렌', 'xylene', '0.583', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['에틸아세테이트', 'Ethyl Acetate', '0.35', ['눈 자극', '어지럼증', '졸음']]","['이소옥탄', 'Iso-Octane', '1.107', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['클로로벤젠', 'Chlorobenzene', '0.233', ['피부 자극', '눈 자극', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '1.049', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.35', ['']]","['노나날', 'Nonanal', '2.8', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.921', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.35', ['']]","['도데칸', 'Dodecane', '3.497', ['']]","['트리데칸', 'Tridecanen', '2.159', ['']]","['테트라데칸', 'Tetradecanen', '19.351', ['']]","['n-펜타데칸', 'n-Pentadecane', '4.43', ['']]","['n-헥사데칸', 'n-Hexadecane', '48.312', ['']]","['에탄올', 'ethanol', '176.03', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['헵탄', 'Heptane', '62.94', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['1-부탄올', '1-butanol', '2.25', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,
327,레인보우,레인보우 레인드롭스 허벌 대형 생리대,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTI3/MDAxNjE0MzYwNDYyNDI4.SShUokxpE7NaEzo9czOk51IqK9bWvJoI__an6OdOmy8g.HpFuWRq9ghijXWGcwpp7NxD2rycaOFEUULHqpGrd1qsg.JPEG/%EB%8B%A4%EC%9A%B4%EB%A1%9C%EB%93%9C.jpg?type=w1200,"['스티에렌', 'styrene', '0.367', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.842', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['p-, m-, o- 자일렌', 'xylene', '0.22', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.293', ['눈 자극', '어지럼증', '졸음']]","['에틸아세테이트', 'Ethyl Acetate', '2.727', ['눈 자극', '어지럼증', '졸음']]","['이소옥탄', 'Iso-Octane', '0.586', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['클로로벤젠', 'Chlorobenzene', '0.293', ['피부 자극', '눈 자극', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.182', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.478', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.367', ['']]","['노나날', 'Nonanal', '2.233', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.5', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.147', ['']]","['도데칸', 'Dodecane', '5.114', ['']]","['트리데칸', 'Tridecanen', '1.466', ['']]","['테트라데칸', 'Tetradecanen', '25.694', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.131', ['']]","['n-헥사데칸', 'n-Hexadecane', '47.93', ['']]","['에탄올', 'ethanol', '40.15', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['헵탄', 'Heptane', '40.15', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['1-부탄올', '1-butanol', '1.49', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,
328,잇츠마인,잇츠마인 생리대 (대형),https://post-phinf.pstatic.net/MjAyMTAyMjdfMjc0/MDAxNjE0MzYwMTcwMTM0.6hP6xLo-6WeyNUUgec1flbRQApeeMtAVpoBYRJxrDpYg.4E_56QlryxqIhwChvN77vYpfrXCUSSGQh57Qerz_PWcg.PNG/fgf.PNG?type=w1200,"['스티에렌', 'Styrene', '0.444', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.334', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '1.19', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.111', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['데칸', 'decane', '0.89', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.408', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '1.334', ['']]","['노나날', 'Nonanal', '3.001', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '2.335', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.222', ['암 유발', '수생 생물에 대한 장기적 피해']]","['(1S)-(-)-알파-피넨', '(1S)-(-)-alpha-Pinene', '0.112', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '6.254', ['']]","['트리데칸', 'Tridecanen', '3.263', ['']]","['테트라데칸', 'Tetradecanen', '19.887', ['']]","['n-펜타데칸', 'n-Pentadecane', '4.078', ['']]","['n-헥사데칸', 'n-Hexadecane', '35.669', ['']]","['헵탄', 'Heptane', '27.97', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,
329,탕저린,탕저린 슬림 날개 대형,https://post-phinf.pstatic.net/MjAyMTAyMjdfMTEz/MDAxNjE0MzYwMDEwMjky.zW3YgH-xWvmYHbFEbWjhvg7gZP6Iv_-INgZ5cI2t4Wkg.cdFQuvzgO8t3aZRTo0AbNOohAXJvW9W-USe13DpE9_kg.JPEG/image_7666911821614359991124.jpg?type=w1200,"['스티에렌', 'Styrene', '0.385', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.761', ['']]","['노나날', 'Nonanal', '1.491', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.352', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.782', ['']]","['트리데칸', 'Tridecanen', '1.826', ['']]","['테트라데칸', 'Tetradecanen', '8.452', ['']]","['n-펜타데칸', 'n-Pentadecane', '2.871', ['']]","['n-헥사데칸', 'n-Hexadecane', '13.246', ['']]","['에탄올', 'ethanol', '0.79', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]",,,,,,,,,,,,,,,,,,,,,,,,,
330,탕저린,탕저린 슬림 날개 중형,https://post-phinf.pstatic.net/MjAyMTAyMjdfNzQg/MDAxNjE0MzU5NzA0ODk2.Rn82RGKg2K3UGxTQ4GbuPYBIPO6bnV4j8rYnGmlhKeQg.nRoamoUlhvKPueSllEgkR-F0SIpRDE4NDvjdN3HqU2Ag.JPEG/image_2662869271614359691080.jpg?type=w1200,"['스티에렌', 'Styrene', '0.434', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['클로로포름', 'Chloroform', '0.174', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['2-프로판올', 'isopropyl alcohol', '1.477', ['눈 자극', '어지럼증', '졸음']]","['데칸', 'decane', '0.304', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.261', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.869', ['']]","['노나날', 'Nonanal', '5.429', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '2.606', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.781', ['']]","['트리데칸', 'Tridecanen', '1.173', ['']]","['테트라데칸', 'Tetradecanen', '6.168', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.869', ['']]","['n-헥사데칸', 'n-Hexadecane', '7.558', ['']]","['에탄올', 'ethanol', '5.17', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['1-프로판올', '1-propanol', '2.18', ['눈 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,,,,,
